,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
14326,1,5,4,2,1,0,0,1,1,1,1,0,1,1,12.19,29.86,0.51,3.75,7.2,1.63,3.46
10669,1,4,5,2,1,0,1,1,1,0,1,1,1,1,12.22,26.89,1.51,5.3,7.88,-0.49,6.85
2197,0,3,5,4,0,1,1,0,1,0,0,0,0,0,11.94,28.29,2.2,-4.66,7.69,-1.74,6.36
16918,0,2,2,5,0,1,1,0,0,1,1,0,1,1,11.91,28.66,1.27,1.83,7.4,0.36,7.58
5518,1,4,2,1,1,1,0,0,1,0,0,0,0,1,12.18,29.38,2.85,-0.62,7.09,0.24,6.39
7396,1,4,4,1,0,1,0,1,0,1,0,1,1,0,12.05,27.14,3.81,1.79,6.95,2,6.62
12154,1,3,2,3,0,0,0,1,1,1,1,1,1,0,11.79,27.09,-0.02,-2.92,7.52,2.22,7.38
14824,0,4,5,2,0,1,0,1,0,1,1,0,0,0,11.92,27.14,1,5.17,7.07,5.28,3.7
14996,1,2,2,4,0,0,0,0,0,1,1,0,0,0,12.23,30.78,0.46,1.09,7.25,-0.61,6.36
2115,1,2,3,5,0,1,1,1,1,1,1,1,1,1,12.09,26.16,-1.22,5.16,7.57,-0.75,6.82
11951,1,3,1,3,0,0,1,1,1,1,1,1,1,1,12.01,28.97,1.83,-1.17,7.14,-0.64,6.83
10547,0,2,4,3,1,1,1,1,0,1,0,0,1,0,12.17,29.49,2.11,4.49,7.36,-1.51,5.18
18965,0,3,2,5,1,0,1,0,0,0,1,1,1,1,11.75,26.5,1.43,-1.91,7.6,3.11,6.79
17462,1,3,2,3,0,1,0,0,1,1,1,0,0,0,11.81,27.34,0.84,3,7.39,0.11,3.48
19651,1,3,1,4,1,0,1,1,0,0,0,1,1,0,12.23,28.01,2.38,-0.06,7.5,2.36,6.18
2927,0,2,5,1,1,1,1,0,1,1,0,0,0,0,11.93,28.7,-0.13,-4.97,7.52,-3.75,6.3
19401,1,4,5,5,1,1,0,1,0,0,0,0,1,0,11.87,24.78,-0.1,-1.48,7.3,2.15,5.31
1392,1,1,5,3,1,0,0,1,0,1,1,0,1,1,11.92,25.55,-0.03,-2.36,7.37,0.32,5.51
19395,1,3,4,1,0,0,1,1,1,1,1,1,0,0,12.26,26.5,2.38,6.18,7.35,1.17,6.12
16883,0,5,5,3,0,0,0,0,1,1,1,1,1,0,12.33,29.23,2.37,3.5,7.69,-1,5.77
18023,0,4,1,1,0,1,1,0,0,1,1,1,0,1,11.91,25.83,-0.09,4.35,7.88,-2.03,5.3
4387,1,3,4,5,1,0,1,1,0,1,0,1,0,1,12.01,29.12,-1.27,4.2,7.35,0.09,5.77
17900,1,5,2,5,1,1,1,1,0,1,1,0,0,1,11.99,28.09,1.98,0.05,7.42,-0.73,6.87
8385,0,5,5,5,1,1,0,0,0,1,1,0,0,1,12.11,26.14,2.93,1.31,8.07,-1.7,5.19
15155,1,3,3,3,1,0,1,0,0,0,0,0,0,1,11.77,26.73,2.22,-2.83,6.97,-0.95,4.63
7883,1,1,2,4,1,0,0,1,1,0,1,1,1,0,12.03,27.85,3.72,-3.84,7.09,2.06,5.17
6208,1,2,4,5,0,0,1,1,1,1,1,0,0,1,12.31,25.78,2.42,10.12,7.85,3.79,5.62
285,1,3,2,5,1,0,1,1,1,1,0,0,0,0,12.21,28.59,2.01,-2.99,7.33,5.77,5.53
12698,1,1,5,3,1,1,0,1,0,0,1,1,1,1,11.66,28.8,2.28,0.09,7.76,-0.52,6.1
11401,1,3,2,4,0,1,1,0,0,0,1,0,1,0,11.96,25.75,2.31,9.43,7.25,1.94,6.55
18107,1,3,2,1,1,0,0,0,0,0,0,1,0,0,12.15,24.73,3.9,-6.05,7.59,0.62,5.5
3684,1,1,4,4,0,0,1,0,0,0,0,0,1,1,11.95,29.05,1.04,-0.78,7.08,2.25,4.59
12286,0,1,4,3,0,0,0,0,0,1,0,0,1,0,12.05,27.51,1.11,-1.65,7.57,0.67,6.03
10515,1,4,5,4,1,1,0,0,0,1,1,1,1,0,11.85,28.24,1.96,0.92,6.87,-0.38,6.11
7437,0,2,3,5,1,1,0,1,0,1,0,1,1,0,12.28,26.4,2.18,2.97,7.07,-3.03,5.6
19634,1,3,3,2,1,1,1,1,0,1,0,0,0,0,12.18,26.2,2.98,-2.47,7.67,-0.68,6.14
8569,1,2,5,3,0,1,1,0,1,1,0,0,1,1,12.13,28.16,-0.06,0.08,7.49,0.9,5.53
18069,1,3,3,3,1,0,1,0,0,1,0,0,0,1,12.15,28.82,0.69,0.94,7.47,-1.39,4.76
1068,1,3,3,3,1,1,0,0,0,0,0,1,1,0,12.4,29.39,2.26,6.59,7.4,4.17,4.17
6898,1,2,1,2,1,0,0,0,0,0,1,1,1,0,11.94,27.29,0.35,-6.64,7.83,1.71,6.16
2703,0,3,4,5,0,0,1,0,1,1,0,1,0,0,11.89,29.45,4.38,-1.15,7.04,0.84,5.79
17801,0,4,5,4,1,0,1,1,0,0,1,1,1,1,11.94,27.56,2.87,2.46,7.33,1.91,4.88
9678,0,5,5,4,1,1,0,0,0,1,1,0,0,1,12.01,26.82,-1.74,5.79,7.64,-0.88,6.54
2304,1,2,3,4,1,0,0,0,1,1,0,0,1,0,12.16,29.6,0.59,4.29,6.95,-1.87,4.43
10850,0,1,2,5,0,0,0,1,1,1,0,1,1,1,12.14,28.08,0.03,2.13,7.78,-1.11,4.67
4195,0,2,5,2,0,0,0,0,0,0,0,1,1,0,12.03,28.18,-0.03,-5.01,7.34,0.74,6.72
18236,1,2,2,1,0,1,1,1,1,1,0,0,1,0,12.19,27.3,-0.19,2.19,7.21,-0.16,5.3
9796,0,2,2,4,1,0,1,1,0,0,0,0,1,0,11.82,25.82,0.3,5.77,7.66,2.26,5.84
17308,1,3,5,1,1,1,0,0,1,1,1,1,1,0,12.38,29.29,1.26,-0.39,7.8,-0.2,4.43
19440,1,2,5,2,0,0,0,0,0,1,0,1,1,1,12.08,25.88,4.74,3.46,7.49,1.12,5.83
376,0,3,4,5,1,1,1,1,0,1,1,1,1,0,11.81,26.91,-1.14,2.32,7.15,0.3,5.96
2264,1,2,2,3,1,0,1,0,0,0,1,0,0,0,12.06,26.8,3.23,-2.63,7.35,-0.42,4.06
12243,1,3,5,5,0,0,1,0,1,1,0,0,0,0,11.99,24.83,1.48,3.22,7.18,-1.73,5.41
12653,1,4,5,3,0,1,0,1,0,0,0,0,0,1,11.93,28.48,-0.14,5.35,7.92,-1.73,3.59
3800,1,1,4,3,1,1,1,1,0,1,1,0,1,0,12.51,29.93,4.03,-1.19,7.52,2.32,6.88
19232,1,4,1,4,1,1,0,0,0,1,1,0,0,1,12.02,31.06,7.21,1.56,7.3,1.52,5.66
14422,1,4,5,4,1,1,1,1,0,1,1,1,1,0,12.13,26.32,4.99,0.63,7.68,-0.68,6.14
10489,1,2,3,3,0,1,0,1,0,1,1,1,1,1,12.22,30.58,1.34,1.53,7.83,-1.22,6.73
9959,1,3,3,3,1,0,1,0,0,1,1,1,1,1,11.98,29.16,1.03,-3.4,7.17,-0.02,4.91
13686,1,1,5,4,1,0,0,0,0,0,0,0,1,0,11.99,30.66,4.65,-3.24,7.44,1.05,3.78
15430,1,2,1,4,0,0,0,0,1,1,1,0,1,1,11.71,27.17,2.1,-0.6,7.34,1.29,3.47
15883,1,4,4,3,0,0,0,1,0,0,0,1,1,1,12.03,26.99,4.36,-0.12,7.44,2.56,4.26
3639,1,3,2,4,0,1,1,0,1,0,0,0,1,0,12.02,28.33,4.44,1,7.3,2.1,5.24
16573,1,3,4,1,1,0,1,0,0,1,1,0,0,0,11.92,30.94,1.18,4.02,7.78,1.15,6.09
3782,1,2,3,4,0,1,1,0,0,0,0,1,0,1,12,28.24,-0.28,-1.24,7.76,-1.29,6.02
10423,1,1,3,2,1,0,1,0,1,1,0,0,1,0,12.01,28.34,0.07,-1.36,7.74,1.37,5.71
1189,1,2,5,1,0,1,0,0,1,0,0,0,1,0,11.86,27.85,3.21,4.94,7.19,1.51,4.69
17231,1,3,2,4,1,1,0,0,1,0,0,0,0,0,11.76,27.31,-0.62,3.26,7.54,-1.06,5.81
8151,0,5,4,5,1,1,0,0,0,0,0,0,0,0,12.24,26.97,2.37,-7.87,7.75,-0.85,5.96
16099,1,3,1,4,1,0,0,0,1,1,0,1,1,1,11.88,27.35,0.38,0.8,7.34,0.06,5.47
7034,1,2,2,5,1,0,0,0,0,1,0,1,1,0,12.25,28.12,3.42,3.53,7.62,-2.33,5.98
7144,0,2,1,5,1,0,0,0,1,0,1,1,1,0,12.15,32.62,3.76,-2.23,7.45,1.02,4.74
16340,0,4,4,3,0,0,0,1,0,0,1,1,0,1,12.26,27.52,2.9,0.64,7.93,-0.53,7.9
6066,0,1,2,2,0,1,1,0,1,1,0,1,1,1,12.25,22.75,1.03,-0.78,7.72,0.3,4.01
16016,1,2,4,1,0,0,0,0,0,0,0,1,1,1,12.18,24.43,0.85,-0.73,7.36,5.62,4.9
674,1,4,3,5,1,1,0,0,0,1,1,0,1,0,12.13,26.9,-0.06,-0.26,7.75,1.82,7.1
7387,0,2,5,4,1,0,0,0,0,1,1,0,0,1,11.94,27.52,0.81,3.72,7.41,-0.65,6.03
18264,1,5,1,4,1,0,0,1,0,1,1,0,0,1,11.75,29.63,2.2,3.37,7.53,2.69,4.37
12672,1,2,1,4,0,1,1,1,0,1,0,1,1,1,11.75,27.27,-2.47,0.03,7.61,0.63,4.03
5065,0,4,4,1,1,1,1,1,0,1,1,0,0,1,11.97,26.81,3.15,-1.39,7.61,0.85,5.95
18491,1,3,4,1,0,1,0,0,1,1,0,1,0,1,11.68,32.64,3.33,4.16,7.81,-1.66,4.82
14978,1,5,5,5,1,0,1,0,1,0,1,1,1,0,12.22,26.47,2.68,-3.4,7.3,-0.48,7.04
1131,1,2,4,4,0,0,0,0,1,0,1,1,1,0,12.5,24.25,-0.81,-4.42,7.49,0.39,4.58
7593,1,3,4,1,1,1,1,0,0,1,0,0,0,0,12.44,30.35,5.47,0.58,7.52,-3.59,5.61
12484,1,4,2,4,0,0,1,0,0,1,1,1,1,1,12.05,28.47,1.45,-2.19,7.48,-1.21,4.59
11659,1,5,3,4,0,0,1,1,0,0,0,0,1,0,11.93,26.78,0.33,3.83,7.71,-0.6,5.32
14707,0,3,5,4,0,1,0,0,0,1,1,0,1,1,12.23,28.75,4.53,-1.07,7.22,-1.51,5.13
14858,1,4,2,2,0,1,1,1,0,1,1,1,0,0,11.87,30.01,0.77,-1.82,7.49,-0.28,5.01
3235,1,2,2,5,1,1,1,1,0,1,1,0,1,1,12.23,27.3,1.45,-2.87,7.6,0.82,5.91
19025,0,2,2,5,0,1,0,1,0,1,0,0,0,0,11.95,25.79,3.24,-1.73,7.39,0.15,3.93
8642,1,1,4,5,1,0,0,0,0,0,1,0,0,1,12.4,31.61,0.51,-2.48,7.67,1.74,5.03
10695,1,1,4,4,0,0,1,0,0,0,0,0,0,1,12.09,29.99,2.59,-1.32,7.31,-2.41,6.77
9255,0,4,2,3,1,1,0,0,0,0,0,1,1,0,11.9,26.9,2.62,-1.92,7.34,-0.07,5.39
3041,1,3,5,5,1,1,1,1,1,1,0,1,1,1,12.09,30.68,0.26,-3.75,7.59,2.22,4.49
10039,0,5,4,3,0,1,0,1,1,1,0,0,1,1,11.75,27.21,0.17,-1.82,7.58,-0.78,4.52
3817,0,3,5,2,0,0,0,1,1,1,0,0,1,0,12,27.94,2.91,1.47,7.19,-1.91,6.39
127,1,2,5,5,0,0,1,0,1,1,1,0,1,0,11.63,28.02,3.71,0.82,7.63,1.76,5.96
4357,0,4,4,4,1,0,0,1,1,1,0,0,1,0,12.07,27.27,4.32,0.92,7.71,-0.85,6.66
7846,1,5,2,4,0,1,1,1,0,1,1,0,0,1,12,32.4,1.21,2.21,7.27,3.14,6.64
2556,1,3,5,5,1,1,0,0,1,1,0,0,1,1,11.97,30.85,2.4,-5.63,7.65,2.56,6.11
1865,1,3,5,3,0,0,1,0,1,1,1,0,0,1,12.21,29.68,2.22,2.87,7.43,-2.22,7.83
6082,1,5,1,1,0,0,1,0,0,1,0,1,1,1,12.41,27.72,2.33,1.68,7.5,-0.19,4.88
16462,0,2,2,1,1,0,0,0,1,1,1,0,0,0,12.25,29.92,-0.15,-1.22,7.66,-1.2,5.36
983,1,5,2,3,1,0,0,1,1,0,1,1,1,0,12.04,25.92,3.86,2.48,7.84,0.75,6.17
14986,1,5,5,5,0,0,0,1,0,0,1,1,0,0,12.18,24.26,1.71,5.61,8.16,0.83,6.14
59,1,3,3,4,1,1,0,0,0,0,0,1,0,1,12.2,29.95,1.33,-1.38,7.29,-2.18,6.29
15020,0,3,1,4,1,1,0,0,0,0,1,0,0,1,12.41,25.44,0.23,4.48,7.62,-2.37,6.58
615,1,3,2,5,1,0,1,0,0,1,1,1,0,0,12.09,27.45,0.35,3.1,7.62,2.28,7.59
731,1,2,1,3,0,0,1,1,0,0,0,0,1,0,12.11,29.58,2.95,4.62,7.47,2.01,6.02
14726,1,1,2,4,0,0,1,1,1,0,0,1,0,1,12.35,27.11,0.45,-2.71,7.3,0.55,5.86
16881,1,3,3,3,1,1,1,1,0,1,1,0,1,0,12.3,27.31,2.42,-1.58,7.42,-0.61,3.13
13889,1,4,2,5,1,1,1,0,1,0,1,0,1,0,12.14,28.16,2.95,-4.27,7.67,3.69,7.2
1630,1,2,5,5,1,0,1,0,1,0,0,0,1,0,12.3,28.25,6.46,1.82,7.42,2.3,5.21
15075,1,3,4,3,1,1,0,1,1,1,1,0,1,1,12.21,29.06,-1.16,0.41,7.43,0.7,6.54
14364,1,3,4,4,1,1,0,0,0,1,1,0,1,0,12.06,29.31,0.1,-4.53,7.54,1.98,5.38
4506,0,4,4,4,1,0,1,0,1,0,0,1,1,0,11.99,26.6,-0.14,0.63,7.89,0.99,5.72
10801,0,5,4,5,1,0,1,0,0,0,0,0,1,0,12.13,24.75,4.11,-3.05,7.72,0.97,7.84
15776,1,5,4,4,0,0,1,1,0,0,1,1,1,1,12.07,25.92,0.19,0.26,7.78,-3.2,3.56
12819,0,2,5,3,1,0,0,0,0,0,0,1,1,0,12.17,28.99,0.06,4.31,7.38,1.11,7.17
2650,1,1,5,2,1,0,0,0,1,0,1,1,1,1,11.7,28.3,0.9,-4.67,7.44,-0.65,7.49
15860,1,1,4,2,1,1,0,1,1,0,0,1,0,1,12.07,29.62,4.56,-2.6,7.84,1.25,5.18
16370,1,2,4,2,1,0,0,1,1,0,0,1,0,0,11.83,24.97,-1.17,5.46,7.21,-1.97,6.32
76,0,3,4,3,1,1,0,1,1,1,1,0,0,0,11.96,30.5,2.27,3.72,7.47,-2.42,7.27
13195,1,4,4,2,1,0,1,1,1,0,1,0,1,0,12.16,28.18,1.43,1.96,7.57,1.83,5.59
1651,1,5,4,5,0,0,1,1,1,1,0,1,0,0,12.12,27.03,3.58,5,7.53,1.03,7.79
3243,1,4,4,4,1,0,0,0,0,0,0,1,0,1,12.11,27.87,-0.01,-1.28,7.58,1.58,5.56
1406,0,5,3,4,1,1,0,1,0,0,0,0,0,0,12.01,26.35,-1.18,-3.6,7.61,4.72,6.1
14865,1,4,4,5,1,0,0,1,0,1,0,0,0,1,12.25,25.7,3.6,1.49,7.61,1.78,6.25
18772,0,2,5,5,0,0,0,1,0,0,0,1,1,0,11.96,28.91,0.28,2.46,7.83,3.73,4.9
11320,1,1,2,4,0,1,0,1,1,1,1,0,0,0,11.94,29.81,2.62,7.18,7.34,-4.93,6.96
13707,0,3,1,5,0,1,1,1,1,0,1,1,1,1,12.05,28.92,2.51,8.12,7.26,0.06,5.7
2727,0,4,2,3,1,0,1,0,0,0,0,1,1,0,11.88,27.87,2.55,1.75,7.27,-0.02,6.34
13621,1,5,5,5,0,1,0,1,1,1,1,1,1,1,11.96,27.64,2.65,0.99,7.52,2.96,6.96
15205,1,4,2,3,0,0,0,0,1,1,1,1,0,0,11.81,24.51,-2.81,5.12,7.63,-0.19,7.09
16224,1,3,3,3,1,1,1,1,0,1,1,1,0,1,12.18,29.6,-0.11,0.25,7.57,-3.2,6.75
1693,1,4,2,3,1,0,0,0,0,0,1,0,1,1,12.06,30.55,3.02,9.72,7.65,2.41,4.91
16367,0,5,3,2,0,1,1,1,1,0,1,1,1,0,12,26.23,0.94,-2.32,7.94,1.06,5.64
7684,1,1,4,5,0,1,1,0,1,0,0,1,1,1,12.1,27.59,1.13,-1.5,7.36,3.22,4.95
14727,1,4,4,4,0,1,1,0,1,1,1,1,1,1,12.52,29.22,3.04,-2.5,7.33,-0.92,3.3
2146,1,3,4,4,1,1,0,0,1,0,1,0,0,0,12.21,26.89,1.32,-0.53,7.3,-0.56,3.67
17078,1,1,3,2,1,0,0,0,0,1,0,1,0,1,12.18,25.42,2.41,-1.09,7.15,0.11,5.62
17639,0,1,2,4,1,1,1,0,1,1,1,1,1,0,11.97,26.36,4.02,8.34,7.63,-2.28,7.93
13737,1,2,5,4,0,0,0,1,1,1,0,1,0,1,11.77,27.34,1.33,10.22,7.49,0.18,6.39
10418,1,3,4,3,1,0,0,0,1,0,1,0,1,0,12.03,29.92,0.49,3.99,7.29,2.27,7.81
9606,1,1,3,4,1,1,1,0,0,0,1,1,0,0,11.67,28.2,2.99,4.68,7.04,-1,6.19
13349,0,1,5,3,0,1,0,1,1,0,1,1,1,1,12,28.29,2.7,-0.85,7.33,3.39,5.8
3431,1,3,2,3,0,0,0,1,1,0,0,1,1,0,11.82,28.34,1.55,-1.55,7.28,0.06,4.58
2977,1,3,3,4,1,0,1,1,1,0,0,1,0,1,12.11,29.83,0.54,-0.73,7.03,2.26,6.5
19166,1,1,5,2,1,1,0,1,1,0,1,1,1,0,11.82,26.04,-1.86,-2.17,7.21,4.46,5.84
13438,1,2,4,5,0,1,0,1,1,0,1,0,0,1,11.88,30.36,0.23,-1.11,7.33,1.74,5.91
1972,1,3,4,2,1,0,1,0,1,0,1,0,0,0,12.16,27.67,1.44,-2.52,7.15,-3.36,6.14
19079,0,2,2,4,1,1,1,1,1,0,1,1,1,1,12.09,26.79,0.65,0.39,7.35,0.15,7.1
13982,1,5,3,4,1,0,1,1,0,1,0,1,0,1,11.77,30.09,2.28,5.63,7.14,3.11,5.46
15674,1,1,2,4,0,0,0,0,0,0,1,1,1,1,12.05,30.65,1.68,4.97,7.21,0.89,3.77
4994,1,3,3,5,1,1,0,1,0,1,0,0,1,0,12.08,28.57,1.09,4.01,7.93,-0.4,4.17
9188,1,1,5,4,0,0,0,1,0,1,0,1,1,0,12.36,27.94,2.54,-5.72,7.39,1.97,6.34
14503,0,5,3,3,0,1,1,0,0,0,0,0,0,0,11.93,25.34,5.51,-7.52,7.8,0.46,7.08
15273,1,4,4,1,0,1,1,1,0,0,1,1,0,1,12.24,28.11,0.59,-4.72,7.97,0.44,5.77
8191,1,5,4,5,1,0,1,0,0,1,0,1,0,1,11.92,28.08,4.3,-2.73,7.42,-1.09,5.96
13701,0,2,3,3,1,1,1,0,0,0,0,0,0,1,12.07,26.76,-1.77,-3.3,7.98,1.64,6.94
13667,1,1,3,1,0,0,0,0,1,1,0,0,1,0,11.99,24.59,3.82,4.44,7.47,-0.3,4.47
8630,1,1,1,1,0,0,0,1,0,1,0,1,1,0,11.69,26.56,-1.75,2.63,7.55,0.29,7.36
5683,1,1,4,4,0,0,1,1,0,1,1,0,0,1,12.24,28.79,1.95,-0.52,7.62,-1.85,5.62
498,1,5,4,4,1,1,1,1,1,1,1,0,0,1,12.07,27.57,-1.23,-3.64,7.57,0.61,5.47
11263,1,2,4,5,0,1,1,1,0,1,0,1,1,0,12.12,27.48,2.19,2.61,7.75,-2.39,5.89
15838,1,5,1,1,1,1,0,0,1,0,0,0,0,0,11.78,27.87,3.24,1.17,7.34,2.44,5.73
11785,1,4,2,4,1,0,1,0,0,0,0,1,0,0,12.22,27.97,-1.75,5.09,7.66,-1.56,5.67
13459,1,2,4,5,1,1,1,0,1,0,0,0,0,1,12.27,27.86,0.82,2.25,7.38,-0.26,5.06
10886,1,4,5,5,1,1,0,1,0,0,0,0,1,0,11.97,28.15,0.91,4.14,7.6,0.79,4.43
14675,1,1,5,2,1,1,1,0,0,1,0,1,1,1,11.62,30.57,-4.1,-0.71,7.44,-0.56,5.87
15966,1,2,3,4,1,0,1,1,0,1,1,0,1,1,12.05,26.9,1.06,-0.56,7.39,1.35,6.95
10799,1,1,3,5,0,1,1,0,0,0,1,0,1,0,11.97,29.57,-0.5,2.51,7.57,0.46,5.34
9308,1,2,5,5,1,0,1,1,1,0,0,0,1,1,11.99,28.89,2.77,-3.73,7.84,-0.87,6.43
11972,1,1,4,3,0,0,0,1,0,1,1,1,1,1,12.16,26.62,3,-4.24,7.14,1.51,5.52
1510,1,1,2,4,1,1,1,0,1,0,0,0,1,1,12,28.86,1.86,2.31,7.61,-0.24,5.21
2596,0,1,4,3,0,1,1,1,1,1,0,1,0,1,11.86,26.42,1.3,-0.51,7.11,2.49,5.33
7984,1,1,5,1,0,1,0,1,1,1,1,0,0,1,12.08,29.78,0.18,-2.33,7.22,0.16,4.3
5242,1,1,2,3,1,0,1,0,1,1,1,0,0,0,12.13,27.25,1.15,2.12,7.46,-1.3,6.89
3644,1,1,3,3,1,1,1,0,1,0,0,0,0,1,12.06,25.89,1.66,-3.2,7.61,-0.56,5.7
18939,1,1,3,3,1,0,0,0,0,0,1,1,0,0,11.52,26.64,2.4,0.29,7.55,0.56,5.46
12231,1,2,3,5,1,1,1,1,1,1,0,1,0,0,12.06,30.66,2.3,-5.21,7.38,1.72,5.06
17315,1,4,4,4,1,1,0,1,0,1,0,1,0,1,12.23,29.41,1.64,-7.4,7.59,-0.7,4.49
18334,1,3,2,1,1,1,1,1,0,0,0,0,0,0,12.04,26.72,1.31,-4.41,7.8,-0.01,4.8
6507,1,4,2,4,1,1,0,1,0,0,0,1,1,0,12.06,27.28,0.27,-2.73,7.4,-1.71,5.45
13918,0,3,5,3,1,1,1,0,0,0,1,0,0,1,12.15,28.67,1.3,1.33,7.91,-0.36,7.88
5404,1,3,4,4,1,1,0,1,0,1,0,0,0,1,12.07,29.03,2.81,0.32,7.84,2.15,4.15
15338,0,4,1,5,0,1,1,1,1,0,1,1,1,0,12.18,27.78,4.4,0.83,7.79,0.35,5.29
747,0,4,5,4,1,1,0,0,1,1,1,0,1,1,11.95,26.72,3.85,1.43,6.89,-1.57,5.41
16278,0,3,4,4,0,0,0,0,0,1,1,1,0,0,11.68,28.97,2.56,0.81,7.53,2.46,5.66
3392,1,1,4,5,1,0,0,0,1,1,0,0,0,0,12.12,25.57,0.51,6.45,7.59,2.02,5.46
10874,1,2,3,4,1,1,0,1,0,0,0,0,0,0,11.67,29.3,2.22,-2.14,7.17,3.12,5.93
6084,1,2,3,4,1,0,0,0,1,0,1,0,0,0,11.83,28.2,0.38,-2.25,7.38,3.09,6.18
14857,1,2,3,5,1,1,1,0,0,1,0,1,1,1,11.95,29.8,-0.73,2.41,7.97,2.11,6.21
13003,1,3,3,4,0,1,0,1,1,1,1,1,0,1,12.03,27.26,1.6,-1.15,7.4,1.56,5.41
5615,1,2,2,3,1,1,1,1,1,1,1,0,0,1,12.41,25.25,1.42,-0.04,7.21,2.82,5.9
14173,1,4,4,5,0,0,1,0,1,0,0,0,1,1,11.66,29.34,0.95,2.6,7.46,4.26,7.57
5447,0,2,5,5,0,1,0,0,0,1,1,0,0,1,11.99,27.01,3.22,-0.66,7.27,0.27,6.99
19890,1,4,3,4,0,1,1,0,0,0,0,0,1,0,12.14,25.07,3.69,2.61,7.76,3.84,5.9
16295,1,2,5,2,1,0,1,0,1,0,0,0,0,1,12.13,23.16,2.37,-3.07,7.59,2.14,5.68
13062,1,5,4,4,1,0,0,1,0,0,1,0,1,1,12.24,28.36,0.25,0.89,7.43,0.43,3.68
11489,1,4,5,2,1,1,0,0,1,1,0,0,1,1,12.11,25.93,1.25,-5.2,7.51,2.75,5.32
8013,1,2,4,5,0,1,0,1,0,1,1,1,0,0,12.36,28.04,2.45,-1.8,7.46,-1.24,5.27
15038,1,1,1,2,1,0,1,0,1,0,0,1,1,0,12.25,26.62,-0.68,-1.3,7.08,2.76,5.95
1547,1,4,5,3,1,0,0,1,0,0,1,1,1,0,12.02,22.97,0.08,0.06,7.52,-0.91,3.81
9757,1,2,4,1,0,1,1,1,1,0,0,1,0,1,12.18,30.68,0.02,-0.62,7.47,3.33,5.76
17052,1,1,2,1,0,1,0,1,0,1,1,0,1,1,12.16,28.18,0.79,-7.38,7.61,0.04,6.19
11996,1,2,4,4,0,1,0,0,0,0,1,0,0,0,12.2,30.03,1.95,-3.47,7.35,-0.69,4.1
17523,1,2,2,1,0,0,1,0,0,1,0,1,0,1,11.81,25.54,3.36,-1.11,7.47,0.61,4.91
14127,0,1,4,5,0,0,0,0,1,1,0,1,0,1,12.01,27.56,-1.17,-3.03,8.04,-0.57,5.11
16045,1,1,3,3,0,0,1,0,1,1,1,0,1,0,12.26,28.38,2.29,1.09,7.46,-0.4,4.68
1642,1,5,3,5,0,0,0,1,1,0,0,1,1,1,12.11,25.36,-0.82,-1.16,7.67,-2.49,5.81
12111,0,2,5,4,1,1,1,0,1,1,0,1,0,1,12.27,26.19,-2.33,1.73,7.41,2.15,4.89
13384,1,5,4,1,1,1,0,1,1,1,1,1,0,0,11.99,29.52,2.41,6.49,7.51,1.95,5.85
16031,0,5,3,5,1,0,0,1,1,1,1,1,0,0,11.95,29.19,-0.68,2.62,7.75,-1.05,5.51
1938,1,3,2,5,1,1,1,0,1,1,1,0,0,1,12.14,29,-1.41,-0.15,7.54,1.35,5.55
12957,1,1,4,5,1,0,0,1,1,0,0,1,0,1,11.85,26.54,0.19,-1.99,7.62,1.05,6.48
13879,1,3,2,1,0,1,1,1,1,0,0,0,1,1,12.38,29.28,3.39,2.64,7.85,2.17,5.95
11910,1,4,5,5,1,0,1,1,1,0,0,0,1,1,12.08,29.75,-2.18,-6.77,7.51,0.13,4.49
9040,1,3,5,3,1,0,1,1,1,1,1,0,0,0,11.84,27.83,2.07,-0.24,7.7,0.54,6.43
1416,1,3,3,3,1,1,0,0,1,0,1,0,1,0,12.16,26.99,3.44,1.81,7.64,2.8,7.53
1727,1,5,4,3,1,0,1,1,1,1,1,0,1,1,11.94,27.29,0.48,1.13,7.29,0,5.88
10428,1,3,1,5,1,0,1,0,0,1,1,1,1,0,12.24,29,-1.33,1.52,7.36,-1.71,4.42
15991,1,2,1,2,0,1,0,1,1,0,1,1,1,1,12.04,27.98,1.8,-1.13,7.42,-1.32,3.29
10484,1,5,2,5,1,0,0,1,0,1,1,1,0,1,11.88,30.29,1.3,-0.26,7.77,2.74,6.03
1582,0,4,3,3,0,1,0,0,0,0,0,0,1,1,12.09,27.83,3.02,-0.4,7.57,-0.92,6.36
19424,1,3,4,1,0,0,1,0,1,1,0,0,0,0,11.96,26.74,2.76,-3.12,7.53,1.44,7.23
3361,1,1,4,5,1,0,1,1,1,0,1,1,1,0,12.09,26.53,1.55,-1.38,7.63,0.3,5.33
10047,1,5,4,4,1,0,0,1,0,0,1,0,1,0,12.17,31.08,-1.43,3.78,7.8,-1.89,4.77
10934,0,5,3,4,0,0,1,1,0,0,0,0,1,0,11.97,25.49,2.28,-0.15,7.58,-1.34,4.21
16798,0,2,5,3,0,1,0,1,0,1,1,1,1,1,12.06,28.37,1.11,-1.67,7.29,-3.15,6.62
8074,1,1,3,5,1,0,1,0,0,0,1,0,0,0,12.36,28.51,1.31,0.92,7.64,3.07,7.42
1594,1,5,4,3,0,1,0,0,0,0,1,1,0,0,11.88,28.64,1.28,1.27,7.41,2.24,4.77
